
























STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完璧
STR_TMPL_TEMPLATE_OVR_MULTIPLE                                  :{BLACK}{STRING}{BLACK} {STRING}
STR_TMPL_WARNING_FREE_WAGON                                     :{RED}フリーチェイン: 実行不可！
STR_TMPL_WARNING_VEH_UNAVAILABLE                                :{RED}列車購入不可: 輸送機器が利用できません！
STR_TMPL_WARNING_VEH_NO_COMPATIBLE_RAIL_TYPE                    :{RED}列車購入不可: チェインはいかなるレールの種類とも合致しません
STR_TMPL_GROUP_USES_TEMPLATE                                    :{BLACK}使用中のテンプレート: {STRING}
STR_TMPL_NAME                                                   :{NUM}: {STRING}
STR_TMP_TEMPLATE_IN_USE                                         :使用中のテンプレート
STR_TMP_TEMPLATE_FROM_PARENT_GROUP                              :親グループからテンプレートを利用
STR_TMPL_GROUP_NUM_TRAINS                                       :{BLACK}{NUM}
STR_TMPL_CREATEGUI_TITLE                                        :{WHITE}テンプレート輸送機器の作成/編集
STR_TMPL_MAINGUI_DEFINEDGROUPS                                  :{BLACK}会社で定義されたグループ
STR_TMPL_TMPLRPL_EX_DIFF_RAILTYPE                               :異なるレールの種類のテンプレートを使う

STR_TMPL_ADD_LOCOMOTIVE                                         :{BLACK}動力車を追加
STR_TMPL_ADD_WAGON                                              :{BLACK}客車を追加
STR_TMPL_ADD_VEHICLE                                            :{BLACK}車両を追加
STR_TMPL_ADD_LOCOMOTIVE_REFIT                                   :{BLACK}動力車を追加して改造
STR_TMPL_ADD_WAGON_REFIT                                        :{BLACK}客車を追加して改造
STR_TMPL_ADD_VEHICLE_REFIT                                      :{BLACK}車両を追加して改造
STR_TMPL_ADD_TOOLTIP                                            :{BLACK}ハイライトされた車両をテンプレートに追加
STR_TMPL_ADD_REFIT_TOOLTIP                                      :{BLACK}ハイライトされた車両をテンプレートに追加して改造

STR_TMPL_SET_USEDEPOT                                           :{BLACK}列車庫の輸送機器を使う
STR_TMPL_SET_USEDEPOT_TIP                                       :{BLACK}テンプレートの列車を構築するために列車庫にある利用可能な輸送機器を利用して購入費用を節約します。{}利用可能な輸送機器は列車庫内で止まっている必要があります。動力車は指令や他の輸送機器との共有指令を持たずグループにも入っていないものが利用されます。
STR_TMPL_SET_KEEPREMAINDERS                                     :{BLACK}置換した輸送機器を保管
STR_TMPL_SET_KEEPREMAINDERS_TIP                                 :{BLACK}テンプレート置換の完了後、後で使用できるように古い列車の残りの全ての輸送機器を列車庫内に保管します
STR_TMPL_SET_REFIT_AS_TEMPLATE                                  :{BLACK}テンプレート通り
STR_TMPL_SET_REFIT_AS_TEMPLATE_TIP                              :{BLACK}テンプレートで指定されたとおりに改造を行います。不可能な場合は通常の改造を行います。
STR_TMPL_SET_REFIT_AS_INCOMING                                  :{BLACK}対象の列車に合わせる
STR_TMPL_SET_REFIT_AS_INCOMING_TIP                              :{BLACK}古い列車の最初の貨車に合わせて新しい列車のそれぞれの部分に改造を行います。不可能な場合は通常の改造を行います。
STR_TMPL_SET_OLD_ONLY                                           :{BLACK}古いもののみ
STR_TMPL_SET_OLD_ONLY_TIP                                       :{BLACK}設定すると古くて自動交換が必要な輸送機器のみを交換します

STR_TMPL_CONFIG_REFIT_AS_TEMPLATE                               :{GREEN}改造: テンプレート
STR_TMPL_CONFIG_REFIT_AS_INCOMING                               :{GOLD}改造: 対象
STR_TMPL_CONFIG_USEDEPOT                                        :列車庫を使用
STR_TMPL_CONFIG_KEEPREMAINDERS                                  :保存
STR_TMPL_CONFIG_OLD_ONLY                                        :古いのだけ

STR_TMPL_SECTION_REFIT                                          :{BLACK}改造
STR_TMPL_SECTION_DEPOT_VEHICLES                                 :{BLACK}列車庫の輸送機器
STR_TMPL_SECTION_WHEN                                           :{BLACK}条件

STR_TMPL_NUM_TRAINS_NEED_RPL                                    :置換対象の列車: {COLOUR}{COMMA}

STR_TMPL_CARGO_SUMMARY                                          :{CARGO_LONG}
STR_TMPL_CARGO_SUMMARY_MULTI                                    :{CARGO_LONG} (x{NUM})

STR_TMPL_RPLALLGUI_TITLE                                        :{WHITE}全てのテンプレート輸送機器を置換
STR_TMPL_RPLALLGUI_INSET_TOP                                    :{BLACK}輸送機器の種類と置換を選択
STR_TMPL_RPLALLGUI_INSET_TOP_1                                  :{BLACK}テンプレートエンジン
STR_TMPL_RPLALLGUI_INSET_TOP_2                                  :{BLACK}購入可能なエンジン
STR_TMPL_RPLALLGUI_INSET_BOTTOM                                 :{BLACK}現在のテンプレートリスト (置換後のみ更新)
STR_TMPL_RPLALLGUI_BUTTON_RPLALL                                :{BLACK}すべて置換
STR_TMPL_RPLALLGUI_BUTTON_APPLY                                 :{BLACK}適用
STR_TMPL_RPLALLGUI_BUTTON_CANCEL                                :{BLACK}取り消し
STR_TMPL_RPLALLGUI_USE_TIP                                      :{BLACK}それぞれのリストから輸送機器の種類を選択して'すべて置換'を押します。あなたの期待通りの結果がテンプレートリストから得られたら'適用'を押して実際に変更を適用します。

STR_TMPL_CANT_CREATE                                            :{WHITE}テンプレート又は仮想輸送機器を作成できません
STR_TMPL_CANT_RENAME                                            :{WHITE}テンプレートの名前を変更できません

# Scheduled Dispatch
STR_SCHDISPATCH_CAPTION                                         :{WHITE}{VEHICLE} (計画運行)
STR_SCHDISPATCH_ENABLED                                         :{BLACK}有効
STR_SCHDISPATCH_ENABLED_TOOLTIP                                 :{BLACK}この指令で運行計画を有効にします。自動分離をオフにする必要があります。
STR_SCHDISPATCH_ADD                                             :{BLACK}発車スロットを追加
STR_SCHDISPATCH_ADD_TOOLTIP                                     :{BLACK}この計画に新しい発車スロットを追加します
STR_SCHDISPATCH_ADD_TOOLTIP_EXTRA                               :{BLACK}{STRING} Ctrl+クリックで一度に複数の発車スロットを追加します。
STR_SCHDISPATCH_ADD_CAPTION                                     :{BLACK}発車スロット
STR_SCHDISPATCH_DURATION                                        :{BLACK}期間
STR_SCHDISPATCH_DURATION_TOOLTIP                                :{BLACK}計画の期間を設定します
STR_SCHDISPATCH_DURATION_CAPTION_MINUTE                         :{BLACK}期間 (分)
STR_SCHDISPATCH_DURATION_CAPTION_DAY                            :{BLACK}期間 (日)
STR_SCHDISPATCH_DURATION_CAPTION_TICKS                          :{BLACK}期間 (ゲーム時)
STR_SCHDISPATCH_START                                           :{BLACK}開始日
STR_SCHDISPATCH_SET_START                                       :{BLACK}開始日を設定
STR_SCHDISPATCH_START_TIME                                      :{BLACK}開始時間
STR_SCHDISPATCH_SET_START_TIME                                  :{BLACK}開始時間を設定
STR_SCHDISPATCH_START_TOOLTIP                                   :{BLACK}計画の開始日を指定します。
STR_SCHDISPATCH_START_CAPTION_MINUTE                            :{BLACK}開始日 (hhmm)
STR_SCHDISPATCH_DELAY                                           :{BLACK}遅延
STR_SCHDISPATCH_DELAY_TOOLTIP                                   :{BLACK}スロットがスキップされるまでの最大遅延を設定します
STR_SCHDISPATCH_DELAY_CAPTION_MINUTE                            :{BLACK}遅延 (分)
STR_SCHDISPATCH_DELAY_CAPTION_DAY                               :{BLACK}遅延 (日)
STR_SCHDISPATCH_DELAY_CAPTION_TICKS                             :{BLACK}遅延 (ゲーム時)
STR_SCHDISPATCH_ADJUST                                          :{BLACK}発車スロットを調整
STR_SCHDISPATCH_ADJUST_TOOLTIP                                  :{BLACK}すべての発車スロットをこのスケジュールに調整します
STR_SCHDISPATCH_REMOVE                                          :{BLACK}スロットの削除
STR_SCHDISPATCH_REMOVE_TOOLTIP                                  :{BLACK}この運行計画から発車スロットの削除を行います。
STR_SCHDISPATCH_REMOVE_SLOT                                     :{BLACK}発車スロットの削除
STR_SCHDISPATCH_ADJUST_CAPTION_MINUTE                           :{BLACK}調整を追加 (分)
STR_SCHDISPATCH_ADJUST_CAPTION_DAY                              :{BLACK}調整を追加 (日)
STR_SCHDISPATCH_ADJUST_CAPTION_TICKS                            :{BLACK}調整を追加 (ゲーム時)
STR_SCHDISPATCH_RESET_LAST_DISPATCH                             :{BLACK}最終発送をリセット
STR_SCHDISPATCH_RESET_LAST_DISPATCH_TOOLTIP                     :{BLACK}計画から輸送機器が最後に発送されたときリセットします
STR_SCHDISPATCH_CLEAR                                           :{BLACK}発車スロットをクリア
STR_SCHDISPATCH_CLEAR_TOOLTIP                                   :{BLACK}計画にあるすべての発車スロットをクリアします
STR_SCHDISPATCH_MANAGE                                          :{BLACK}計画の管理
STR_SCHDISPATCH_MANAGE_TOOLTIP_SUFFIX                           :{}{}{STRING}
STR_SCHDISPATCH_PREV_SCHEDULE                                   :{BLACK}前
STR_SCHDISPATCH_PREV_SCHEDULE_TOOLTIP                           :{BLACK}前の運行計画に戻ります
STR_SCHDISPATCH_NEXT_SCHEDULE                                   :{BLACK}次
STR_SCHDISPATCH_NEXT_SCHEDULE_TOOLTIP                           :{BLACK}次の運行計画に進みます
STR_SCHDISPATCH_ADD_SCHEDULE                                    :{BLACK}追加
STR_SCHDISPATCH_ADD_SCHEDULE_TOOLTIP                            :{BLACK}新しい運行計画を追加します
STR_SCHDISPATCH_REMOVE_SCHEDULE                                 :{BLACK}現在の運行計画を削除
STR_SCHDISPATCH_REMOVE_SCHEDULE_TOOLTIP                         :{BLACK}この運行計画をすべて削除します。
STR_SCHDISPATCH_DUPLICATE_SCHEDULE                              :{BLACK}現在の運行計画を複製
STR_SCHDISPATCH_DUPLICATE_SCHEDULE_TOOLTIP                      :{BLACK}この運行計画のコピーを作成します。
STR_SCHDISPATCH_APPEND_VEHICLE_SCHEDULES                        :{BLACK}輸送機器から計画を追加
STR_SCHDISPATCH_APPEND_VEHICLE_SCHEDULES_TOOLTIP                :{BLACK}他の輸送機器から運行計画を追加します
STR_SCHDISPATCH_REUSE_DEPARTURE_SLOTS                           :発車スロットの再利用
STR_SCHDISPATCH_REUSE_DEPARTURE_SLOTS_TOOLTIP                   :{BLACK}発車スロットを一回より多い回数使うかどうか設定します。
STR_SCHDISPATCH_MANAGE_SLOT                                     :{BLACK}スロットの管理
STR_SCHDISPATCH_REUSE_THIS_DEPARTURE_SLOT                       :発車スロットの再利用
STR_SCHDISPATCH_REUSE_THIS_DEPARTURE_SLOT_TOOLTIP               :{BLACK}選択した発車スロットを一回より多い回数使うかどうか設定します。
STR_SCHDISPATCH_REUSE_THIS_DEPARTURE_TAG                        :タグ {NUM}
STR_SCHDISPATCH_REUSE_THIS_DEPARTURE_TAG_TOOLTIP                :{BLACK}選択した発車スロットをタグ付けします(条件分岐指令で利用できます)。
STR_SCHDISPATCH_NO_SCHEDULES                                    :{BLACK}運行計画がありません
STR_SCHDISPATCH_SCHEDULE_ID                                     :{BLACK}運行計画 {1:NUM} 中の {0:NUM}
STR_SCHDISPATCH_NAMED_SCHEDULE_ID                               :{BLACK}{STRING} ({2:NUM} 中の {1:NUM})
STR_SCHDISPATCH_RENAME_SCHEDULE_TOOLTIP                         :{BLACK}運行計画の名前を変更します
STR_SCHDISPATCH_RENAME_SCHEDULE_CAPTION                         :{WHITE}運行計画の名前
STR_ERROR_CAN_T_RENAME_SCHEDULE                                 :{WHITE}運行計画の名前を変更できません
STR_SCHDISPATCH_MOVE_SCHEDULE                                   :{BLACK}運行計画リスト上の現在の運行計画の位置を変更します
STR_SCHDISPATCH_DATE_WALLCLOCK_TINY_FLAGGED                     :{TT_TIME}*
STR_SCHDISPATCH_SLOT_TOOLTIP                                    :{BLACK}{TT_TIME}
STR_SCHDISPATCH_SLOT_TOOLTIP_RELATIVE                           : (開始から {TIME_HHMM})
STR_SCHDISPATCH_SLOT_TOOLTIP_LAST                               :{}最終発車スロット
STR_SCHDISPATCH_SLOT_TOOLTIP_NEXT                               :{}利用可能な次の発車スロット
STR_SCHDISPATCH_SLOT_TOOLTIP_REUSE                              :{}発車スロットが1回より多く使われる場合があります
STR_SCHDISPATCH_SLOT_TOOLTIP_TIME_SUFFIX                        : ({TT_TIME})
STR_SCHDISPATCH_SLOT_TOOLTIP_TAG                                :{}タグ {NUM}

STR_SCHDISPATCH_SUMMARY_NO_LAST_DEPARTURE                       :{BLACK}前発便がありません。
STR_SCHDISPATCH_SUMMARY_LAST_DEPARTURE_PAST                     :{BLACK}最終発車は {TT_TIME}です。
STR_SCHDISPATCH_SUMMARY_LAST_DEPARTURE_FUTURE                   :{BLACK}最終発車はまだありません。{TT_TIME}に発車予定です。
STR_SCHDISPATCH_SUMMARY_L1                                      :{BLACK}この計画には {COMMA} つの輸送機器が必要です。
STR_SCHDISPATCH_SUMMARY_L2                                      :{BLACK}この計画は {STRING} 毎にリピートします。
STR_SCHDISPATCH_SUMMARY_L3                                      :{BLACK}この計画は {TT_TIME} に始まり、{TT_TIME} に終了します。
